Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Rainfall_mm_was_missing,Soil_Moisture_pct_was_missing,Yield_Outlier,Yield_Index,Price_Index,Cost_per_ha,Revenue_per_ha,Profit_per_ha,BCR,Loss_Making,Water_per_ha,NPK_total,Rain_Band,Temp_Band,Profit_Robust_Z,Water_Ratio
SF12285,Karnataka,Ludhiana,Pulses,Kharif,3.02,1152.8,30.2,64.6,6.0,6.54,36.3,86.8,90.7,87.1,Rainfed,94.4,0.78,0.99,0.87,2.63,73320,173844,192832,18988,629,4.181,51.2,False,False,False,0.9255319148936171,1.0312743946607779,57564.23841059602,63851.65562913907,6287.417218543046,1.1092243620717426,False,208.27814569536423,264.6,High,Hot,0.17128985083473405,0.5825573524762244
SF12286,Madhya Pradesh,Guntur,Groundnut,Kharif,6.0,825.7,25.2,79.8,6.9,6.12,26.4,88.7,67.0,78.0,Drip,108.2,7.95,0.67,1.63,9.78,63497,334726,621001,286275,2763,3.54,44.8,False,False,False,1.1642857142857144,1.1273224383272231,55787.666666666664,103500.16666666667,47712.5,1.8552517581544308,False,460.5,233.7,Mid-high,Mild,1.0676629591578382,0.9861784615384616
SF12287,Gujarat,Nashik,Wheat,Rabi,6.67,141.7,26.9,57.6,6.4,5.96,23.1,153.1,79.8,50.5,Drip,106.7,0.85,0.88,1.34,8.94,20474,373520,183038,-190482,3125,2.861,57.2,False,False,False,0.6049661399548534,0.8583226780137087,56000.0,27441.979010494753,-28558.020989505247,0.49003533947312056,True,468.5157421289355,283.4,Low,Mild,-0.542377279070712,0.9195462295361136
SF12288,Punjab,Guntur,Wheat,Rabi,6.95,80.0,24.4,66.8,8.9,5.91,17.3,113.5,57.9,74.5,Rainfed,191.7,3.63,0.88,0.82,5.7,23523,418252,134081,-284171,2427,2.349,38.4,False,False,False,0.37020316027088035,0.9861445909405329,60180.14388489209,19292.230215827338,-40887.91366906475,0.3205746774671729,True,349.2086330935252,245.9,Low,Mild,-1.0348695951307376,0.6853846157302453
SF12289,Telangana,Nalgonda,Pulses,Kharif,11.01,850.7,29.0,79.4,6.6,6.6,32.0,171.7,64.7,125.6,Flood,155.6,4.86,0.87,1.92,21.14,69874,577399,1477136,899737,4914,4.302,71.4,False,False,False,2.0425531914893615,0.9828050607273213,52443.142597638514,134163.12443233424,81719.98183469573,2.5582586738113506,False,446.3215258855586,362.0,High,Warm,2.304690103750938,1.248368548725882
SF12290,Maharashtra,Nalgonda,Rice,Zaid,1.89,289.04999999999995,34.8,57.8,10.4,7.14,20.6,84.7,102.4,117.2,Rainfed,159.5,4.07,0.89,1.67,3.16,23100,103869,72996,-30873,1369,2.308,41.3,True,False,False,0.6788617886178862,1.0478804236884485,54957.14285714286,38622.222222222226,-16334.920634920636,0.7027698350807267,True,724.3386243386244,304.3,Low,Hot,-0.10434024401973441,0.5159992729872724
SF12291,Tamil Nadu,Erode,Cotton,Kharif,12.39,727.6,30.5,82.2,6.8,5.99,29.6,76.9,56.0,43.2,Flood,227.2,6.54,0.76,0.99,12.27,64357,916015,789660,-126355,12946,0.948,67.5,False,False,False,0.7983870967741935,0.943768651518151,73931.79983857949,63733.65617433414,-10198.14366424536,0.8620601191028531,True,1044.8748991121872,176.10000000000002,Mid-high,Hot,-0.6235785560475575,1.459581213622031
SF12292,Tamil Nadu,Krishna,Maize,Rabi,9.44,443.2,19.3,50.6,8.3,7.48,26.1,175.2,60.3,78.4,Flood,102.9,5.4,0.77,1.8,16.99,17425,652820,296051,-356769,7949,2.137,41.4,False,False,False,0.631578947368421,0.830592497259164,69154.66101694916,31361.334745762713,-37793.326271186445,0.45349560368861247,True,842.0550847457628,313.9,Mid-low,Cool,-0.9475471957851174,1.5866767165358084
SF12293,Telangana,Nashik,Wheat,Rabi,3.95,520.3,28.5,53.2,7.1,7.02,26.9,179.6,34.1,100.0,Flood,197.7,6.2,0.72,3.31,13.07,24589,210050,321378,111328,2634,4.962,42.9,False,False,False,1.4943566591422124,1.030834049510554,53177.215189873416,81361.51898734177,28184.303797468354,1.5300071411568674,False,666.8354430379746,313.7,Mid-low,Warm,1.7240786974110867,1.3087842354672998
SF12294,Andhra Pradesh,Erode,Groundnut,Kharif,11.52,985.7,29.4,89.8,5.2,6.8,37.9,130.8,59.2,132.6,Flood,185.7,3.79,0.89,1.88,21.66,51038,862775,1105483,242708,7052,3.071,61.1,False,False,False,1.342857142857143,0.9061259997691987,74893.66319444445,95962.06597222222,21068.402777777777,1.2813108863840514,False,612.1527777777778,322.6,High,Warm,0.31769859701875475,1.310948717948718
SF12295,Maharashtra,Rajkot,Sugarcane,Rabi,7.36,309.3,24.8,80.1,5.8,6.01,31.0,110.4,35.1,125.4,Rainfed,248.8,5.45,0.86,27.22,200.34,3170,439596,635078,195482,7844,25.541,47.8,False,False,False,0.5667291276285654,0.9088302752293578,59727.717391304344,86287.77173913043,26560.054347826084,1.4446855749369876,False,1065.7608695652173,270.9,Low,Mild,-0.9209544882649893,0.6338120072593864
SF12296,Gujarat,Krishna,Wheat,Kharif,1.33,828.7,25.6,66.3,5.8,5.2,31.9,128.8,31.5,115.3,Flood,236.8,7.0,0.95,0.3,0.4,26330,88040,10532,-77508,978,0.409,42.1,False,False,False,0.13544018058690746,1.1038212421657199,66195.4887218045,7918.796992481202,-58276.691729323305,0.11962744207178555,True,735.3383458646616,275.6,Mid-high,Mild,-1.729428729010923,1.4432334766396988
SF12297,Tamil Nadu,Nashik,Cotton,Kharif,2.42,838.3,31.2,80.2,7.6,6.55,41.7,91.6,45.3,120.4,Drip,117.6,1.66,0.65,1.9,4.6,76706,133552,352848,219296,1775,2.592,82.3,False,False,False,1.532258064516129,1.1248616029857093,55186.776859504134,145804.95867768597,90618.18181818182,2.6420270755960225,False,733.4710743801653,257.29999999999995,High,Hot,1.769614685740744,1.02458256180725
SF12298,Punjab,Guntur,Cotton,Zaid,3.3,139.6,25.6,57.0,7.6,7.03,21.9,105.8,59.9,98.1,Sprinkler,155.0,6.71,0.81,1.45,4.78,74129,172204,354337,182133,2476,1.931,30.7,False,False,False,1.1693548387096775,1.087070969255699,52183.030303030304,107374.8484848485,55191.818181818184,2.0576583586908552,False,750.3030303030304,263.79999999999995,Low,Mild,0.9286582867648827,1.0480950480143572
SF12299,Gujarat,Guntur,Rice,Rabi,8.97,265.1,24.0,55.6,6.2,5.94,24.1,124.9,66.0,117.1,Flood,201.0,7.41,0.66,1.39,12.47,20548,712730,256234,-456496,17384,0.717,23.3,False,False,False,0.5650406504065041,0.9321145864047722,79457.07915273133,28565.66332218506,-50891.41583054626,0.35951061411754803,True,1938.0156075808247,308.0,Low,Mild,-1.2394890465143371,1.3805899767705763
SF12300,Madhya Pradesh,Ludhiana,Pulses,Kharif,2.66,578.1,30.7,75.7,6.8,6.57,32.7,92.5,69.6,118.6,Drip,310.7,1.54,0.96,1.6,4.26,71261,237308,303572,66264,791,5.386,59.6,False,False,False,1.7021276595744683,1.0023137566546876,89213.53383458646,114124.81203007518,24911.27819548872,1.2792320528595749,False,297.36842105263156,280.7,Mid-low,Hot,0.698013950972039,0.8317442979919519
SF12301,Andhra Pradesh,Rajkot,Groundnut,Rabi,6.96,549.0,21.3,58.7,7.6,7.29,34.4,93.4,85.3,128.7,Flood,184.3,3.63,0.7,1.28,8.91,57542,380106,512699,132593,4470,1.993,51.9,False,False,False,0.9142857142857144,1.0215976777835971,54612.93103448276,73663.64942528735,19050.7183908046,1.3488316416999468,False,642.2413793103449,307.4,Mid-low,Cool,0.2609058533332128,1.3753846153846154
SF12302,Telangana,Nashik,Maize,Zaid,2.67,297.4,30.8,50.8,10.0,6.16,16.3,132.3,28.2,123.1,Sprinkler,217.4,5.29,0.78,2.4,6.41,20692,181111,132636,-48475,1644,3.899,28.1,False,False,False,0.8421052631578947,0.9863196529863196,67831.83520599251,49676.404494382026,-18155.430711610486,0.7323464615622464,True,615.7303370786517,283.6,Low,Hot,-0.2673228663586079,1.1602150586174673
SF12303,Gujarat,Warangal,Chilli,Kharif,8.92,936.2,29.8,80.8,6.7,7.05,29.1,143.2,52.7,87.9,Flood,187.1,8.3,1.0,2.11,18.82,96919,629166,1824016,1194850,5454,3.451,39.2,False,False,False,1.3569131832797425,0.9410068449924753,70534.30493273542,204486.09865470853,133951.79372197308,2.8991013500411658,False,611.4349775784754,283.79999999999995,High,Hot,0.4487891781374244,1.0486519088999915
SF12304,Punjab,Rajkot,Wheat,Kharif,13.92,581.1,27.9,84.5,6.5,7.65,25.6,148.9,71.2,141.7,Flood,235.0,5.35,0.86,1.09,15.17,20534,847514,311501,-536013,9969,1.522,63.4,False,False,False,0.4920993227990971,0.8608380321546104,60884.62643678161,22377.94540229885,-38506.68103448276,0.36754673079146777,True,716.1637931034483,361.8,Mid-high,Warm,-0.9397561334193336,1.4055999755443125
SF12305,Maharashtra,Rajkot,Rice,Zaid,10.56,357.6,31.0,45.5,8.4,6.65,22.9,77.6,69.7,127.5,Flood,100.4,3.98,0.95,2.34,24.71,26828,678320,662920,-15400,22224,1.112,49.8,False,False,False,0.9512195121951219,1.2169929007235365,64234.84848484848,62776.51515151515,-1458.3333333333333,0.9772968510437552,True,2104.5454545454545,274.8,Low,Hot,0.38434184497697954,1.4992213420976575
SF12306,Telangana,Guntur,Rice,Kharif,12.0,642.2,29.5,68.5,8.2,5.94,27.3,140.3,71.9,150.0,Flood,219.5,1.37,1.0,2.36,28.32,24146,799974,683815,-116159,24171,1.172,59.8,False,False,False,0.959349593495935,1.0953299008823063,66664.5,56984.583333333336,-9679.916666666666,0.8547965308872538,True,2014.25,362.20000000000005,Mid-high,Warm,0.11427046121511268,1.4348972989858433
SF12307,Telangana,Warangal,Wheat,Kharif,10.16,835.1,31.6,76.1,8.5,7.0,35.4,95.6,35.8,104.9,Flood,216.0,6.21,0.66,2.76,28.04,26584,680492,745415,64923,7758,3.614,46.0,False,False,False,1.2460496613995484,1.1144695746955373,66977.55905511811,73367.61811023622,6390.05905511811,1.0954059709739423,False,763.5826771653543,236.29999999999998,Mid-high,Hot,0.8535522176686396,1.4986680458930268
SF12308,Punjab,Rajkot,Maize,Rabi,7.42,314.9,24.6,65.9,7.0,7.61,19.9,105.7,41.9,89.3,Sprinkler,124.4,3.81,0.68,1.12,8.31,19645,515004,163250,-351754,4199,1.979,58.9,False,False,False,0.3929824561403509,0.9364126030792698,69407.54716981133,22001.34770889488,-47406.19946091644,0.3169878292207439,True,565.9029649595687,236.89999999999998,Low,Mild,-1.280521276409434,1.0663257957655192
SF12309,Madhya Pradesh,Ludhiana,Groundnut,Rabi,5.1,80.0,23.9,77.6,7.8,7.07,24.2,129.3,74.6,141.9,Rainfed,250.1,3.74,0.67,1.28,6.53,57659,368970,376513,7543,1607,4.063,41.0,False,False,False,0.9142857142857144,1.0236748897035979,72347.05882352941,73826.07843137256,1479.0196078431375,1.020443396482099,False,315.0980392156863,345.8,Low,Cool,-0.2336932978240915,0.6747945701357466
SF12310,Karnataka,Nalgonda,Maize,Kharif,14.54,1010.3,27.4,73.7,7.6,6.36,29.3,86.2,60.9,113.6,Drip,240.7,2.74,0.72,3.91,56.85,16950,983123,963608,-19515,6790,8.373,56.3,False,False,False,1.3719298245614036,0.807950807950808,67615.06189821183,66272.9023383769,-1342.1595598349381,0.9801499914049412,True,466.9876203576341,260.7,High,Warm,0.31506112992992075,0.8799405140527536
SF12311,Telangana,Erode,Wheat,Kharif,7.93,1016.7,25.2,68.8,6.3,6.01,23.8,62.2,87.8,151.4,Flood,168.1,5.23,0.79,1.74,13.8,21935,556803,302703,-254100,6682,2.065,59.6,False,False,False,0.7855530474040633,0.9195715513446664,70214.75409836066,38171.8789407314,-32042.875157629256,0.543644700190193,True,842.6229508196722,301.4,High,Mild,-0.6815726431338599,1.6537987684810604
SF12312,Madhya Pradesh,Nalgonda,Cotton,Rabi,4.74,443.9,26.3,56.0,6.2,7.6,21.2,141.7,45.8,96.9,Rainfed,198.7,4.71,0.81,0.6,2.84,78669,270580,223420,-47160,1994,1.424,41.4,False,False,False,0.48387096774193544,1.1536481819581619,57084.388185654,47135.02109704641,-9949.367088607594,0.8257077389311849,True,420.67510548523205,284.4,Mid-low,Mild,-0.6176730599219792,0.5876392298507931
SF12313,Maharashtra,Indore,Rice,Kharif,9.25,900.9,24.0,71.8,5.7,7.77,29.6,111.5,50.6,119.9,Rainfed,219.4,2.39,0.75,0.54,5.0,22110,649509,110550,-538959,7654,0.653,54.1,False,False,False,0.21951219512195125,1.0029712626732292,70217.18918918919,11951.351351351352,-58265.83783783784,0.17020549368830917,True,827.4594594594595,282.0,High,Mild,-1.4817319667896127,0.5894597708321531
SF12314,Punjab,Ludhiana,Rice,Kharif,6.42,994.0,30.0,74.3,7.0,6.02,40.6,115.5,49.3,108.1,Rainfed,140.3,5.89,0.8,1.63,10.46,24260,375931,253760,-122171,5328,1.963,64.8,False,False,False,0.6626016260162602,1.1005012588173921,58556.230529595014,39526.47975077882,-19029.7507788162,0.6750174899117125,True,829.9065420560747,272.9,High,Hot,-0.19286291373644338,0.5912030063829926
SF12315,Madhya Pradesh,Erode,Sugarcane,Kharif,2.65,883.2,29.0,90.0,7.1,5.2,28.5,151.1,72.3,104.5,Drip,147.1,7.56,0.96,5.22,13.83,3479,203037,48115,-154922,4456,3.104,55.9,False,False,False,0.10868207370393504,0.9974197247706422,76617.73584905661,18156.603773584906,-58461.1320754717,0.2369765116702867,True,1681.5094339622642,327.9,High,Warm,-1.993427280633483,1.0
SF12316,Telangana,Ludhiana,Cotton,Rabi,13.94,80.0,26.0,46.7,6.4,7.11,24.0,124.7,49.3,114.1,Rainfed,160.7,2.3,0.81,0.79,11.01,70367,839852,774741,-65111,5487,2.007,43.6,False,True,False,0.6370967741935484,1.0319028031352881,60247.632711621234,55576.829268292684,-4670.803443328551,0.9224732452860742,True,393.6154949784792,288.1,Low,Mild,-0.49236971463755724,0.549839777325764
SF12317,Punjab,Ludhiana,Sugarcane,Rabi,6.29,376.4,25.7,41.7,7.6,6.13,25.7,138.1,31.8,95.7,Flood,177.6,0.5,0.93,41.16,258.9,3246,443773,840389,396616,14771,17.528,42.7,False,False,False,0.8569643972517176,0.9306192660550459,70552.14626391097,133607.15421303656,63055.0079491256,1.8937362119822523,False,2348.330683624801,265.6,Mid-low,Mild,-0.4606004701349967,1.3965611112221101
SF12318,Tamil Nadu,Rajkot,Maize,Rabi,6.24,388.9,25.0,61.0,8.0,7.44,22.6,130.1,70.7,81.2,Flood,215.0,4.53,0.97,1.97,12.29,21611,503271,265599,-237672,4309,2.852,41.5,False,False,False,0.6912280701754385,1.0301253634586969,80652.40384615384,42563.942307692305,-38088.46153846154,0.5277454890108908,True,690.5448717948718,282.0,Mid-low,Mild,-0.957770194917752,1.3011874040650657
SF12319,Telangana,Indore,Rice,Kharif,14.11,708.3,28.3,55.1,6.8,6.62,27.6,169.1,68.5,106.1,Drip,325.1,4.44,0.9,5.7,80.43,26871,1107350,2161235,1053885,20729,3.88,41.8,False,False,False,2.3170731707317076,1.2189435006464198,78479.8015591779,153170.44649184975,74690.64493267187,1.9517180656522328,False,1469.0999291282778,343.7,Mid-high,Warm,2.885765123017789,1.046547111950582
SF12320,Telangana,Warangal,Cotton,Kharif,0.71,720.1,26.1,69.3,8.0,6.14,34.9,60.4,69.7,120.5,Flood,41.9,7.85,0.81,1.51,1.07,62460,46195,66832,20637,592,1.807,51.5,False,False,False,1.217741935483871,0.9159499351092145,65063.380281690144,94129.57746478873,29066.197183098593,1.446736659811668,False,833.8028169014085,250.6,Mid-high,Mild,0.3084843287033339,1.164735537669144
SF12321,Gujarat,Erode,Wheat,Rabi,6.74,448.7,24.2,54.6,9.1,6.1,22.4,119.5,39.7,100.4,Sprinkler,234.2,1.34,0.79,1.86,12.54,24174,445592,303142,-142450,3414,3.673,46.4,False,False,False,0.8397291196388262,1.0134361833693168,66111.57270029673,44976.55786350148,-21135.014836795253,0.6803129320095513,True,506.5281899109792,259.6,Mid-low,Mild,-0.24588049785083124,0.9941524804906382
SF12322,Maharashtra,Indore,Pulses,Kharif,3.94,567.5,27.8,64.5,7.0,5.87,26.9,71.5,46.0,97.2,Sprinkler,247.1,3.48,0.73,0.54,2.13,62438,288294,132993,-155301,1534,1.389,58.8,False,False,False,0.574468085106383,0.878214820701441,73171.06598984772,33754.56852791878,-39416.497461928935,0.4613103290391059,True,389.34010152284264,214.7,Mid-low,Warm,-1.1213182373927268,1.0889905803545856
SF12323,Madhya Pradesh,Indore,Groundnut,Rabi,6.81,337.5,22.4,61.5,7.7,6.8,23.5,139.4,67.0,130.9,Drip,275.4,5.43,0.69,2.07,14.1,49939,494974,704140,209166,3477,4.055,40.5,False,False,False,1.4785714285714286,0.8866144108796193,72683.4067547724,103397.94419970633,30714.53744493392,1.4225797718668052,False,510.5726872246696,337.3,Low,Cool,0.5892130406279683,1.093411047102677
SF12324,Maharashtra,Warangal,Rice,Rabi,6.99,729.7,20.5,59.7,7.3,7.67,23.6,120.3,30.6,108.2,Flood,188.9,3.79,0.93,0.79,5.52,23734,529362,131012,-398350,12677,0.435,55.2,False,False,False,0.32113821138211385,1.0766404318537504,75731.330472103,18742.77539341917,-56988.555078683836,0.2474903752063805,True,1813.590844062947,259.1,Mid-high,Cool,-1.4397744133313497,1.2919531357137288
SF12325,Karnataka,Nashik,Chilli,Kharif,10.46,806.3,28.0,78.0,7.9,6.39,38.4,140.7,62.7,100.8,Rainfed,179.8,0.5,0.82,2.45,25.63,103492,635838,2652500,2016662,3888,6.592,60.8,False,False,False,1.5755627009646302,1.0048254769649012,60787.57170172084,253585.086042065,192797.51434034415,4.171660076937837,False,371.7017208413002,304.2,Mid-high,Warm,1.0530337263719443,0.637493328637081
SF12326,Telangana,Rajkot,Cotton,Kharif,7.26,1092.2,26.4,63.4,7.9,6.55,28.9,161.7,68.3,136.2,Drip,62.9,7.45,0.99,2.18,15.83,65219,404316,1032417,628101,5433,2.914,51.8,False,False,False,1.7580645161290325,0.9564095231810417,55690.909090909096,142206.19834710745,86515.28925619835,2.5534903392396044,False,748.3471074380166,366.2,High,Mild,1.6722195991400737,1.0453628278495377
SF12327,Gujarat,Nashik,Maize,Rabi,1.71,279.6,17.5,69.8,8.4,6.07,31.6,124.2,48.4,83.4,Rainfed,205.5,5.25,0.93,1.4,2.39,19136,96882,45735,-51147,620,3.855,36.8,False,False,False,0.49122807017543857,0.9121502454835788,56656.14035087719,26745.61403508772,-29910.526315789473,0.47206911500588344,True,362.5730994152047,256.0,Low,Cool,-0.6745,0.683193184514789
SF12328,Madhya Pradesh,Rajkot,Maize,Kharif,4.73,641.6,28.2,58.1,7.6,5.52,27.1,91.8,79.6,170.0,Flood,216.7,5.21,0.99,0.83,3.93,22022,304764,86546,-218218,4162,0.944,43.3,False,False,False,0.29122807017543856,1.0497163830497165,64432.13530655391,18297.25158562368,-46134.88372093023,0.28397711015736765,True,879.9154334038054,341.4,Mid-high,Warm,-1.2364849949200054,1.6580166262209108
SF12329,Madhya Pradesh,Nashik,Rice,Rabi,5.21,284.3,18.7,41.3,8.6,6.52,25.5,102.5,64.5,84.6,Rainfed,198.4,8.74,0.91,2.0,10.42,21204,344328,220946,-123382,4212,2.474,22.2,False,False,False,0.8130081300813008,0.961872575925968,66089.82725527832,42408.06142034549,-23681.765834932823,0.6416730559234218,True,808.4452975047984,251.6,Low,Cool,-0.34567729176416984,0.5759145953915561
SF12330,Andhra Pradesh,Rajkot,Wheat,Kharif,0.57,719.7,28.5,54.5,5.6,7.14,27.9,105.4,49.3,126.9,Flood,165.2,7.19,0.88,2.39,1.36,27011,39044,36735,-2309,455,2.989,36.2,False,False,False,1.0790067720090295,1.1323705116649547,68498.2456140351,64447.36842105263,-4050.8771929824566,0.9408615920499949,True,798.2456140350878,281.6,Mid-high,Warm,0.43651039838446515,1.566700280537642
SF12331,Tamil Nadu,Indore,Rice,Kharif,8.23,699.7,30.0,71.9,7.0,7.97,30.3,108.0,74.1,87.3,Flood,164.2,5.22,0.81,0.47,3.87,19130,640286,74033,-566253,15798,0.245,59.9,False,False,False,0.19105691056910568,0.8677901517385289,77799.02794653705,8995.5042527339,-68803.52369380316,0.11562489262610771,True,1919.5625759416766,269.4,Mid-high,Hot,-1.8278851693278595,1.3674445354117013
SF12332,Maharashtra,Nashik,Chilli,Zaid,7.59,248.1,36.0,41.6,7.2,6.24,17.6,162.8,81.8,110.2,Drip,106.3,2.73,0.79,1.33,10.09,103252,443990,1041813,597823,3816,2.644,43.3,False,False,False,0.8553054662379421,1.0024952667605223,58496.70619235837,137261.2648221344,78764.55862977602,2.3464785242910877,False,502.7667984189723,354.8,Low,Hot,-0.11788900315051748,0.8622787086561873
SF12333,Telangana,Nalgonda,Rice,Zaid,12.01,80.0,29.6,50.0,8.1,6.83,24.2,125.2,79.9,118.9,Flood,153.4,7.34,0.74,2.19,26.3,22370,910631,588331,-322300,21607,1.217,35.9,False,False,False,0.8902439024390244,1.0147655877883373,75822.73105745213,48986.76103247294,-26835.970024979186,0.6460695935016488,True,1799.0840965861782,324.0,Low,Warm,-0.4492899726476127,1.2816189206105961
SF12334,Punjab,Erode,Wheat,Rabi,13.93,840.4,25.6,53.3,6.8,7.16,28.4,96.8,58.3,124.8,Sprinkler,272.6,7.03,0.86,2.81,39.14,25262,1146803,988755,-158048,8659,4.52,46.2,False,False,False,1.2686230248306998,1.0590479384576688,82326.13065326633,70980.2584350323,-11345.872218234028,0.8621838275623624,True,621.608040201005,279.9,High,Mild,0.14512675953183046,1.220017340332747
SF12335,Telangana,Nashik,Rice,Rabi,3.9,550.7,20.0,61.1,8.5,6.08,23.1,42.7,45.6,30.0,Sprinkler,126.6,4.13,0.86,2.03,7.92,19219,211284,152214,-59070,5367,1.476,34.3,False,False,False,0.8252032520325202,0.8718274399510082,54175.38461538462,39029.23076923077,-15146.153846153846,0.7204236951212586,True,1376.1538461538462,118.30000000000001,Mid-low,Cool,-0.0652903580554658,0.9803348327343346
SF12336,Andhra Pradesh,Raichur,Maize,Kharif,3.63,1163.9,31.2,88.3,6.6,7.21,28.2,53.2,80.6,158.8,Flood,247.6,7.28,0.98,2.43,8.82,22219,277824,195972,-81852,2760,3.196,51.5,False,False,False,0.8526315789473684,1.0591067257733924,76535.53719008264,53986.776859504134,-22548.760330578512,0.7053818244644091,True,760.3305785123968,292.6,High,Hot,-0.4195005620259474,1.4326839747782807
SF12337,Punjab,Krishna,Rice,Zaid,9.83,178.5,32.6,58.5,7.4,6.3,20.9,146.9,54.3,76.1,Flood,162.6,8.65,0.95,1.77,17.4,22120,638363,384888,-253475,21276,0.818,18.7,False,False,False,0.7195121951219512,1.0034248905622718,64940.28484231943,39154.42522889115,-25785.85961342828,0.6029296810748743,True,2164.3947100712107,277.29999999999995,Low,Hot,-0.41479482001679796,1.5418563353210513
SF12338,Gujarat,Raichur,Chilli,Rabi,8.9,497.5,22.1,61.3,5.3,6.65,27.5,128.1,83.6,132.6,Flood,268.3,2.51,0.74,2.4,21.36,96265,717340,2056220,1338880,6609,3.232,59.7,False,False,False,1.543408360128617,0.934657022185543,80600.0,231035.95505617978,150435.95505617978,2.86645105528759,False,742.5842696629213,344.29999999999995,Mid-low,Cool,0.6180532217032891,1.2735817224345556
SF12339,Madhya Pradesh,Ludhiana,Cotton,Kharif,8.83,775.5,27.7,50.7,5.6,7.34,33.3,113.7,36.4,98.4,Rainfed,194.6,6.32,0.73,0.98,8.65,56692,602094,490386,-111708,3169,2.73,49.8,False,False,False,0.7903225806451613,0.8313646128916361,68187.31596828991,55536.353340883354,-12650.962627406569,0.814467508395699,True,358.8901472253681,248.5,Mid-high,Warm,-0.6818039450198108,0.5013320896973227
SF12340,Gujarat,Indore,Pulses,Rabi,8.86,753.2,24.9,59.2,10.2,7.38,23.2,82.4,69.5,81.3,Sprinkler,183.3,8.02,0.73,0.91,8.06,74278,670596,598681,-71915,3275,2.461,39.0,False,False,False,0.9680851063829788,1.0447490382789588,75688.03611738149,67571.21896162529,-8116.817155756208,0.8927595750645694,True,369.6388261851016,233.2,Mid-high,Mild,-0.23609384894489632,1.0338857936145192
SF12341,Andhra Pradesh,Guntur,Cotton,Kharif,1.11,751.9,30.5,61.6,7.3,6.54,27.8,138.9,54.2,65.0,Flood,87.5,9.62,0.86,1.87,2.08,65669,71744,136592,64848,1095,1.9,28.0,False,False,False,1.5080645161290323,0.9630085861141051,64634.23423423423,123055.85585585584,58421.62162162162,1.9038804638715432,False,986.4864864864865,258.1,Mid-high,Hot,1.0053278512174126,1.3780186933297964
SF12342,Tamil Nadu,Krishna,Wheat,Rabi,11.81,80.0,28.3,46.6,7.3,6.87,27.9,118.0,58.2,86.3,Flood,138.8,6.21,0.75,2.41,28.46,25890,780848,736829,-44019,7861,3.62,16.9,False,False,False,1.08803611738149,1.085375311799107,66117.52751905165,62390.26248941575,-3727.2650296359016,0.9436266725406225,True,665.6223539373412,262.5,Low,Warm,0.44943642361223973,1.3064033303913891
SF12343,Karnataka,Nalgonda,Rice,Zaid,8.34,414.3,30.3,59.3,8.7,5.28,22.8,114.2,73.4,114.9,Flood,247.1,3.15,0.84,0.3,2.5,20764,515257,51910,-463347,15781,0.158,51.1,False,False,False,0.12195121951219512,0.9419129488080927,61781.414868105516,6224.220623501199,-55557.19424460432,0.10074584139565304,True,1892.2062350119904,302.5,Mid-low,Hot,-1.3927555380795353,1.3479566169754882
SF12344,Maharashtra,Raichur,Sugarcane,Rabi,9.63,409.1,27.0,45.2,5.4,7.84,20.0,125.5,49.2,122.4,Rainfed,119.5,2.32,0.99,14.04,135.21,3766,421711,509201,87490,8949,15.109,47.5,False,False,False,0.29231730168644593,1.0797018348623852,43791.38110072689,52876.53167185877,9085.150571131879,1.2074643535501801,False,929.2834890965731,297.1,Mid-low,Warm,-1.1413861199344622,0.5526483945480068
SF12345,Gujarat,Nalgonda,Chilli,Zaid,4.61,80.0,26.5,63.3,8.8,6.57,29.1,162.2,54.1,140.2,Sprinkler,191.9,5.56,0.84,1.93,8.9,104908,298306,933681,635375,2710,3.284,27.2,False,False,False,1.2411575562700963,1.0185737171707365,64708.45986984815,202533.8394793926,137825.37960954447,3.1299437490362245,False,587.8524945770065,356.5,Low,Mild,0.4885642565983121,1.008206372215074
SF12346,Gujarat,Raichur,Rice,Rabi,0.76,577.5,26.1,73.9,5.8,7.68,20.4,141.9,38.7,148.7,Flood,135.6,6.15,0.85,1.18,0.9,24370,47057,21933,-25124,1440,0.625,44.7,False,False,False,0.4796747967479675,1.105491165596861,61917.10526315789,28859.21052631579,-33057.89473684211,0.46609431115455724,True,1894.7368421052631,329.3,Mid-low,Mild,-0.653674426160619,1.3497593531219105
SF12347,Karnataka,Raichur,Maize,Kharif,8.19,759.6,32.7,66.5,7.4,7.33,41.8,96.3,65.1,131.3,Rainfed,200.9,3.05,0.69,2.28,18.67,18023,527816,336489,-191327,2858,6.533,51.7,False,False,False,0.7999999999999999,0.8590971924305257,64446.39804639805,41085.34798534799,-23361.050061050064,0.6375119359776892,True,348.962148962149,292.7,Mid-high,Hot,-0.44763693924283404,0.6575461947097142
